CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_BUSINESS_DBA;EMPLOYER_ADDRESS;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_REPRESENTING_EMPLOYER;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAICS_CODE;TOTAL_WORKERS;NEW_EMPLOYMENT;CONTINUED_EMPLOYMENT;CHANGE_PREVIOUS_EMPLOYMENT;NEW_CONCURRENT_EMPLOYMENT;CHANGE_EMPLOYER;AMENDED_PETITION;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_SOURCE;PW_SOURCE_YEAR;PW_SOURCE_OTHER;WAGE_RATE_OF_PAY_FROM;WAGE_RATE_OF_PAY_TO;WAGE_UNIT_OF_PAY;H1B_DEPENDENT;WILLFUL_VIOLATOR;SUPPORT_H1B;LABOR_CON_AGREE;PUBLIC_DISCLOSURE_LOCATION;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE;ORIGINAL_CERT_DATE
I-200-16295-286728;CERTIFIED;42664.0;42670.0;H-1B;42664.0;43758.0;VENTOIS INC;N/A;382 BOSTON TPKE;SHREWSBURY;MA;01545;UNITED STATES OF AMERICA;;5089257979;;Y;ALEMU, SAMUEL;SCHAUMBURG;IL;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;0.0;0.0;1.0;0.0;0.0;0.0;Y;63440.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;80000.0;0.0;Year;Y;N;Y;Y;;SHREWSBURY;WORCESTER;MA;01545;
I-200-17066-229622;CERTIFIED;42801.0;42807.0;H-1B;42984.0;44079.0;VMWARE, INC.;;3401 HILLVIEW AVE;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;Y;MARONEY, JACQUELYN;AUSTIN;TX;MEMBER OF TECHNICAL STAFF - SOFTWARE ENGINEERING;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;77509.0;Year;N/A;Other;2017;RADFORD GLOBAL TECHNOLOGY SURVEY;102184.0;0.0;Year;N;N;NA;;;ATLANTA;FULTON;GA;30338;
I-200-16343-190720;CERTIFIED;42712.0;42718.0;H-1B;42841.0;43936.0;CASTRO & COMPANY, LLC;N/A;1711 KING STREET, SUITE C;ALEXANDRIA;VA;22314;UNITED STATES OF AMERICA;N/A;7032294440;;Y;YU, XIAOHUI;ROCKVILLE;MD;SENIOR AUDITOR;13-2011;ACCOUNTANTS AND AUDITORS;541211;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;57512.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;64000.0;0.0;Year;N;N;NA;;;ALEXANDRIA;ALEXANDRIA;VA;22314;
I-200-17066-924380;CERTIFIED;42801.0;42807.0;H-1B;42980.0;44075.0;UNITED IT SOLUTIONS INC;N/A;1212 CORPORATE DR, SUITE # 555;IRVING;TX;75038;UNITED STATES OF AMERICA;N/A;2142578246;;Y;VUJJINI, PRABHU PRAKASH;ALPHARETTA;GA;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;62754.0;Year;Level I;OES;2016;OFLC ONLINE DATACENTER;62754.0;0.0;Year;Y;N;Y;Y;;RICHARDSON;DALLAS;TX;75081;
I-200-17079-877088;CERTIFIED;42814.0;42818.0;H-1B;42997.0;44092.0;RAJEEV KAUL, CPA PC.;N/A;303 FIFTH AVENUE;NEW YORK;NY;10016;UNITED STATES OF AMERICA;;2126848601;;Y;ISHAR, IQBAL;NEW YORK;NY;ACCOUNTANT;13-2011;ACCOUNTANTS AND AUDITORS;541211;1.0;1.0;0.0;0.0;0.0;0.0;0.0;N;26.81;Hour;Level I;Other;2017;OFLC ONLINE DATA CENTER;26.81;0.0;Hour;N;N;NA;Y;;NEW YORK;NEW YORK;NY;10016;
I-200-17164-840690;CERTIFIED;42900.0;42906.0;H-1B;43056.0;44151.0;MGM RESORTS INTERNATIONAL OPERATIONS, INC.;N/A;840 GRIER DRIVE;LAS VEGAS;NV;89119;UNITED STATES OF AMERICA;;7026921935;;Y;RAMIREZ, EMMALYN;RALEIGH;NC;LEAD APPLICATION ARCHITECT;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;721120;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;103064.0;Year;Level IV;OES;2016;OFLC ONLINE DATA CENTER;115000.0;125000.0;Year;N;N;NA;;;LAS VEGAS;CLARK;NV;89118;
I-200-17041-021066;CERTIFIED;42776.0;42782.0;H-1B;42954.0;44047.0;INFOSYS LIMITED;N/A;6100 TENNYSON PARKWAY;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;N;,;;;TECHNICAL TEST LEAD - US - PRACTITIONER;15-1199;SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;65666.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;80311.0;0.0;Year;Y;N;Y;;;SEATTLE;KING;WA;98101;
I-200-17121-811175;CERTIFIED;42857.0;42863.0;H-1B;43028.0;44123.0;CAPITAL ONE SERVICES II LLC;;15000 CAPITAL ONE DRIVE;RICHMOND;VA;23238;UNITED STATES OF AMERICA;;8042841000;;Y;EISENSTADT, MICHAEL;ATLANTA;GA;SENIOR TESTING SPECIALIST;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;522110;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;62150.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;90300.0;117200.0;Year;N;N;NA;;;WILMINGTON;NEW CASTLE;DE;19801;
I-200-17068-317107;CERTIFIED;42804.0;42810.0;H-1B;42987.0;44082.0;THE CEMENTWORKS, LLC;THE BLOC;32 OLD SLIP 15TH FLOOR;NEW YORK;NY;10005;UNITED STATES OF AMERICA;N/A;2125246200;;Y;ZIMOVCAK, LUDKA;RIDGEWOOD;NJ;BUSINESS INTELLIGENCE ANALYST;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541810;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;53165.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;53165.0;0.0;Year;N;N;NA;Y;;NEW YORK;NEW YORK;NY;10005;
I-200-17142-486325;CERTIFIED;42878.0;42885.0;H-1B;42891.0;43986.0;QUALCOMM TECHNOLOGIES, INC.;;5775 MOREHOUSE DRIVE;SAN DIEGO;CA;92121;UNITED STATES OF AMERICA;;8586511440;;Y;FAURE WENGER, KARINE;SAN DIEGO;CA;SENIOR HARDWARE ENGINEER;17-2061;COMPUTER HARDWARE ENGINEERS;334220;25.0;0.0;0.0;25.0;0.0;0.0;0.0;Y;96824.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;96824.0;136600.0;Year;Y;N;Y;Y;;SAN DIEGO;SAN DIEGO;CA;92121;
I-200-17075-484265;CERTIFIED;42810.0;42816.0;H-1B;42993.0;44088.0;CENTRILLION BIOSCIENCES, INC.;;2500 FABER PLACE;PALO ALTO;CA;94303;UNITED STATES OF AMERICA;;6506180111;8206;N;,;;;ACCOUNTANT;43-3031;BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS;54171;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;32989.0;Year;Level I;OES;2017;OFLC ONLINE DATA CENTER;40000.0;0.0;Year;N;N;NA;Y;;PALO ALTO;SANTA CLARA;CA;94303;
I-200-17220-243081;CERTIFIED;42957.0;42963.0;H-1B;42983.0;44078.0;MCKESSON CORPORATION;;ONE POST STREET;SAN FRANCISCO;CA;94104;;;;;;,;;;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;5419;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;93122.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;110000.0;0.0;Year;N;N;NA;;;RICHMOND;RICHMOND;VA;23233;
I-200-17005-102799;CERTIFIED;42740.0;42746.0;H-1B;42747.0;43780.0;SOFTPATH TECHNOLOGIES, LLC;N/A;16801 NEWBURGH ROAD;LIVONIA;MI;48154;UNITED STATES OF AMERICA;MICHIGAN;2485226920;;N;,;;;COMPUTER SYSTEMS ANALYST (TFS ADMIN);15-1121;COMPUTER SYSTEMS ANALYSTS;541512;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;55141.0;Year;Level II;Other;2016;OFLC ONLINE DATA CENTER;60000.0;0.0;Year;Y;N;Y;;;COLUMBUS;MUSCOGEE;GA;31907;
I-200-17011-647778;CERTIFIED;42746.0;42753.0;H-1B;42757.0;43850.0;INFOSYS LIMITED;N/A;6100 TENNYSON PARKWAY;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;N;,;;;TECHNICAL TEST LEAD - US - PRACTITIONER;15-1199;SOFTWARE QUALITY ASSURANCE ENGINEERS AND TESTERS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;85738.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;85738.0;0.0;Year;Y;N;Y;;;SAN FRANCISCO;SAN FRANCISCO;CA;94105-5121;
I-200-16137-032665;CERTIFIED-WITHDRAWN;42506.0;42956.0;H-1B;42513.0;43357.0;UNIGO, INC;;600 E JOHN CARPENTER FWY;IRVING;TX;75062;;;;;;,;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;70491.0;Year;;OES;2015;OFLC ONLINE DATA CENTER;70500.0;0.0;Year;N;N;NA;;;GREENWOOD VILLAGE;ARAPAHOE;CO;80111;42510.0
I-200-17135-814045;CERTIFIED;42870.0;42874.0;H-1B;42921.0;44016.0;THE UNIVERSITY OF IOWA;;1 W. PRENTISS STREET;IOWA CITY;IA;52242;UNITED STATES OF AMERICA;;3193351167;;N;,;;;RESEARCH ASSISTANT;19-4021;BIOLOGICAL TECHNICIANS;611310;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;16.73;Hour;Level I;OES;2017;OFLC ONLINE DATA CENTER;17.77;0.0;Hour;N;N;NA;Y;;IOWA CITY;JOHNSON;IA;52242;
I-200-17072-812627;CERTIFIED;42808.0;42814.0;H-1B;42988.0;44083.0;OAC MANAGEMENT, INC.;;2503 CLARK CARR LOOP SE;ALBUQUERQUE;NM;87106;UNITED STATES OF AMERICA;;7157185187;;Y;MURRAY, MICHAEL;PORTLAND;ME;BUSINESS ANALYST;13-1111;MANAGEMENT ANALYSTS;336411;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;52062.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;53000.0;0.0;Year;N;N;NA;Y;;WHEELING;COOK;IL;60090;
I-200-17083-071789;CERTIFIED;42818.0;42824.0;H-1B;42993.0;44088.0;SUPREMESOFT CORPORATION;N/A;8201 GREENSBORO DRIVE;MCLEAN;VA;22102;UNITED STATES OF AMERICA;N/A;7033003400;;Y;GOEL, VIC;RESTON;VA;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;82534.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;83000.0;0.0;Year;N;N;NA;;;MCLEAN;FAIRFAX;VA;22102;
I-200-17187-114543;CERTIFIED;42993.0;42999.0;H-1B;43009.0;44082.0;TRUE VALUE COMPANY;;8600 W. BRYN MAWR AVENUE;CHICAGO;IL;60631;;;;;;,;;;INDUSTRIAL ENGINEER;17-2112;INDUSTRIAL ENGINEERS;444130;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;68162.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;70000.0;0.0;Year;N;N;NA;;;CORSICANA;NAVARRO;TX;75109;
I-200-17237-162671;CERTIFIED;42975.0;42979.0;H-1B;42975.0;43431.0;TATA CONSULTANCY SERVICES LIMITED;;9201 CORPORATE BOULEVARD;ROCKVILLE;MD;20850;;;;;;,;;;DEVELOPER USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;53872.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;62500.0;95800.0;Year;Y;N;Y;;;DENVER;DENVER;CO;80237;
I-200-17079-823329;CERTIFIED;42814.0;42818.0;H-1B;42997.0;44092.0;KAVI SOFTWARE, INC;;11555 MEDLOCK BRIDGE ROAD;DULUTH;GA;30097;UNITED STATES OF AMERICA;;4048905623;;Y;SIKAL, SOWMIYA;ALPHARETTA;GA;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;58510.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;60000.0;100000.0;Year;N;N;;;;DULUTH;FULTON;GA;30097;
I-200-17068-339744;CERTIFIED;42807.0;42811.0;H-1B;42826.0;43921.0;VAN ANDEL RESEARCH INSTITUTE;;333 BOSTWICK AVENUE NE;GRAND RAPIDS;MI;49503;UNITED STATES OF AMERICA;;6162345000;;Y;STROSTER, MICHAEL;GRAND RAPIDS;MI;POSTDOCTORAL FELLOW;19-1029;BIOLOGICAL SCIENTISTS, ALL OTHER;541710;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;42141.0;Year;Level II;OES;2017;OFLC ONLINE DATA CENTER;50500.0;0.0;Year;N;N;NA;;;GRAND RAPIDS;KENT;MI;49503;
I-200-17069-723649;CERTIFIED;42804.0;42810.0;H-1B;42980.0;44073.0;CORE SOFTWARE TECHNOLOGIES INC;;666 PLAINSBORO RD;PLAINSBORO;NJ;08536;UNITED STATES OF AMERICA;;6092568005;101;N;,;;;SOFTWARE QUALITY ASSURANCE ENGINEER;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;62234.0;Year;Level I;Other;2016;OFLC ONLINE DATA CENTER;64000.0;0.0;Year;Y;N;Y;;;CONSHOHOCKEN;MONTGOMERY;PA;19428;
I-200-17201-344918;CERTIFIED;42936.0;42942.0;H-1B;42936.0;44031.0;CAPGEMINI AMERICA INC;;333 WEST WACKER DRIVE;CHICAGO;IL;60606;;;;;;,;;;PROGRAMMER/ DEVELOPER 2;15-1131;COMPUTER PROGRAMMERS;5416;3.0;0.0;1.0;0.0;0.0;1.0;1.0;Y;57907.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;65000.0;0.0;Year;Y;N;Y;;;LYNCHBURG;LYNCHBURG CITY;VA;24504;
I-200-16334-979107;CERTIFIED;42712.0;42718.0;H-1B;42828.0;43923.0;REHABCARE GROUP EAST, INC.;N/A;680 SOUTH 4TH STREET;LOUISVILLE;KY;40202;UNITED STATES OF AMERICA;N/A;5025967300;;Y;LLERAS, LORENZO;GAINESVILLE;FL;OCCUPATIONAL THERAPIST;29-1122;OCCUPATIONAL THERAPISTS;621340;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;37.07;Hour;Level I;OES;2016;OFLC ONLINE DATA CENTER;37.07;40.0;Hour;N;N;;Y;;KIRKSVILLE;ADAIR;MO;63501;
I-200-17055-305845;CERTIFIED;42798.0;42803.0;H-1B;42972.0;44067.0;COURSERA INC.;;381 E EVELYN AVE;MOUNTAIN VIEW;CA;94041;UNITED STATES OF AMERICA;;6508256946;;Y;HOGAN, ADDIE;SAN FRANCISCO;CA;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;611310;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;147222.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;147500.0;0.0;Year;N;N;NA;;;MOUNTAIN VIEW;SANTA CLARA;CA;94041;
I-200-17061-607552;CERTIFIED;42797.0;42803.0;H-1B;42979.0;44075.0;WHIRLPOOL CORPORATION;;2000 NORTH M-63;BENTON HARBOR;MI;49022;UNITED STATES OF AMERICA;;2699233939;;Y;ROBINSON, JENNA;IRVINE;CA;FINANCIAL ANALYST SENIOR;13-2051;FINANCIAL ANALYSTS;33522;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;72821.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;100000.0;0.0;Year;N;N;NA;;;BENTON HARBOR;BERRIEN;MI;49022;
I-200-16350-314166;WITHDRAWN;42719.0;42719.0;H-1B;42754.0;43848.0;EVS, INC.;N/A;10025 VALLEY VIEW RD.;EDEN PRAIRIE;MN;55344;UNITED STATES OF AMERICA;N/A;9526460236;;Y;SENANAYAKE, DAKSHINI;HOUSTON;TX;DIRECTOR OF SOLAR;17-1011;ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL;541330;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;104936.0;Year;Level IV;OES;2016;OFLC ONLINE DATA CENTER;107500.0;0.0;Year;N;N;NA;;;EDEN PRAIRIE;HENNEPIN;MN;55344;
I-200-17068-716457;DENIED;42803.0;42807.0;H-1B;42986.0;44081.0;MCAFEE, LLC;;5000 HEADQUARTERS DRIVE;PLANO;TX;75024;UNITED STATES OF AMERICA;;9729637416;;Y;SHERIDAN REGUERIN, SANDRA;PHOENIX;AZ;SOFTWARE DEVELOPMENT ENGINEER;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;561621;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;107684.0;Year;N/A;Other;2017;RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT;107684.0;121540.0;Year;N;N;NA;;;SANTA CLARA;SANTA CLARA;CA;95054;
I-200-17195-489717;CERTIFIED;42933.0;42937.0;H-1B;42937.0;44032.0;ACCENTURE LLP;;161 N. CLARK ST.;CHICAGO;IL;60601;;;;;;,;;;COMPUTER SYSTEMS ANALYST 2;15-1121;COMPUTER SYSTEMS ANALYSTS;5416;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;81723.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;81723.0;0.0;Year;N;N;NA;;;WILMINGTON;NEW CASTLE;DE;19809;
I-200-17073-836388;CERTIFIED;42808.0;42814.0;H-1B;42899.0;43994.0;SRS CONSULTING INC.;;39465 PASEO PADRE PARKWAY;FREMONT;CA;94538;UNITED STATES OF AMERICA;;5102520625;;Y;SHEPARD, MICHELLE;WOBURN;MA;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;73091.0;Year;Level II;Other;2016;OFLC ONLINE DATA CENTER;100000.0;0.0;Year;Y;N;Y;;;SAN JOSE;SANTA CLARA;CA;95134;
I-200-16341-724767;CERTIFIED;42710.0;42716.0;H-1B;42711.0;43796.0;SYMBIOUN TECHNOLOGIES, INC;N/A;1355 TERRELL MILL RD SE;MARIETTA;GA;30067-5400;UNITED STATES OF AMERICA;N/A;7704080337;;N;,;;;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;70034.0;Year;Level II;Other;2016;OFLC ONLINE DATA CENTER;90000.0;0.0;Year;Y;N;Y;;;ATLANTA;FULTON;GA;30328-4303;
I-200-17045-359929;CERTIFIED;42780.0;42787.0;H-1B;42782.0;43876.0;SINGULAR ANALYSTS INC;;1303 WALLNUT HILL LANE;IRVING;TX;75038;UNITED STATES OF AMERICA;;6143714388;;N;,;;;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;0.0;0.0;0.0;0.0;0.0;1.0;Y;68827.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;70000.0;0.0;Year;N;N;NA;;;IRVING;DALLAS;TX;75038;
I-200-17079-235757;CERTIFIED;42814.0;42818.0;H-1B;42982.0;44047.0;EDISQUARE INC.;;5700 MEMORIAL HWY;TAMPA;FL;33615;UNITED STATES OF AMERICA;;8132109631;;N;,;;;SOFTWARE PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;75795.0;Year;Level II;OES;2017;OFLC ONLINE DATA CENTER;76000.0;0.0;Year;N;N;NA;Y;;SOUTH FIELD;MIDDLESEX;NJ;07080;
I-200-17023-433839;WITHDRAWN;42758.0;42758.0;H-1B;42781.0;43875.0;HUDSON DATA LLC;;122 N. GENESEE STREET, SUITE 302A;GENEVA;NY;14456;UNITED STATES OF AMERICA;;7327094300;;Y;JETHMALANI, ANIL;NEW YORK;NY;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;64813.0;Year;Level I;Other;2016;OFLC ONLINE DATA CENTER;60000.0;65000.0;Year;Y;N;Y;;;EDISON;MIDDLESEX;NJ;08837;
I-200-17040-421176;CERTIFIED;42775.0;42781.0;H-1B;42955.0;44050.0;CAPGEMINI AMERICA INC;N/A;333 WEST WACKER DRIVE;CHICAGO;IL;60606;UNITED STATES OF AMERICA;N/A;3123955000;;N;,;;;TEST CONSULTANT 1;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;5416;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;52811.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;60000.0;0.0;Year;Y;N;Y;;;LYNCHBURG;LYNCHBURG CITY;VA;24504;
I-200-17068-384409;WITHDRAWN;42803.0;42804.0;H-1B;42979.0;44074.0;PERFECTVIPS, INC.;N/A;2099 GATEWAY PLACE, SUITE 240;SAN JOSE;CA;95110;UNITED STATES OF AMERICA;N/A;4089122316;213;Y;POPIEL, MARK;BUFFALO;NY;SR. VERIFICATION;17-2061;COMPUTER HARDWARE ENGINEERS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;101608.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;120000.0;0.0;Year;Y;N;Y;Y;;SAN JOSE;SANTA CLARA;CA;95110;
I-200-17053-407908;CERTIFIED;42788.0;42794.0;H-1B;42954.0;44049.0;VMWARE, INC.;;3401 HILLVIEW AVE.;PALO ALTO;CA;94304;UNITED STATES OF AMERICA;;5128133194;;Y;MARONEY, JACQUELYN;AUSTIN;TX;MEMBER OF TECHNICAL STAFF;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;106623.0;Year;N/A;Other;2017;RADFORD GLOBAL TECHNOLOGY SURVEY;113000.0;0.0;Year;N;N;NA;;;PALO ALTO;SANTA CLARA;CA;94304;
I-200-17047-765773;CERTIFIED;42787.0;42793.0;H-1B;42963.0;44058.0;Y MEDIA LABS LLC;;3 LAGOON DRIVE;REDWOOD CITY;CA;94065;UNITED STATES OF AMERICA;;4158398584;;Y;KLEIN, ALISSA;OWINGS MILLS;MD;SENIOR QUALITY ASSURANCE SOFTWARE ENGINEER;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;85738.0;Year;Level II;OES;2016;OFLC ONLINE DATA CENTER;100000.0;0.0;Year;N;N;NA;;;REDWOOD CITY;SAN MATEO;CA;94065;
I-200-17080-591404;CERTIFIED;42815.0;42821.0;H-1B;42951.0;44047.0;TERADATA OPERATIONS, INC.;N/A;10000 INNOVATION DRIVE;MIAMISBURG;OH;45342;UNITED STATES OF AMERICA;;9372429767;;Y;PEIRIS, SHALI;TORONTO;;SOFTWARE ENGINEER III;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;541513;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;114774.0;Year;Level III;OES;2016;OFLC ONLINE DATA CENTER;127216.0;0.0;Year;N;N;NA;;;BOSTON;SUFFOLK;MA;02210;
I-200-17199-663281;CERTIFIED;42934.0;42940.0;H-1B;42934.0;44029.0;WIPRO LIMITED;;2 TOWER CENTER BLVD;EAST BRUNSWICK;NJ;08816;;;;;;,;;;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;1.0;0.0;0.0;0.0;0.0;Y;60000.0;Year;;OES;2017;OFLC ONLINE DATA CENTER;60000.0;0.0;Year;Y;N;Y;N;;JEFFERSON CITY;COLE;MO;65101;
I-200-17079-816742;CERTIFIED;42814.0;42818.0;H-1B;42979.0;44074.0;PANORAMA HOLDINGS, LLC;;6101 CARNEGIE BLVD;CHARLOTTE;NC;28209;UNITED STATES OF AMERICA;;8284904420;;Y;QIU, OLIVER HUIYUE;UNION;NJ;OPERATIONS ANALYST;15-2031;OPERATIONS RESEARCH ANALYSTS;52399;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;43618.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;48000.0;0.0;Year;N;N;;;;CHARLOTTE;MECKLENBURG;NC;28209;
I-200-17075-435672;CERTIFIED;42810.0;42816.0;H-1B;42993.0;44089.0;ZGC CAPITAL CORPORATION;;4500 GREAT AMERICA PARKWAY;SANTA CLARA;CA;95054;UNITED STATES OF AMERICA;;9174599761;;Y;YE, KE;CITY OF INDUSTRY;CA;FINANCIAL ANALYST;13-2051;FINANCIAL ANALYSTS;5239;1.0;1.0;0.0;0.0;0.0;0.0;0.0;N;36.22;Hour;Level I;OES;2016;OFLC ONLINE DATA CENTER;36.22;0.0;Hour;N;N;;Y;;SANTA CLARA;SANTA CLARA;CA;95054;
I-200-16341-088578;CERTIFIED;42710.0;42716.0;H-1B;42730.0;43824.0;GENERAL HOSPITAL CORPORATION;MASSACHUSETTS GENERAL HOSPITAL;PARTNERS INTERNATIONAL OFFICE;BOSTON;MA;02114;UNITED STATES OF AMERICA;;6177269211;;N;,;;;RESEARCH TECHNOLOGIST;19-4021;BIOLOGICAL TECHNICIANS;622110;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;37398.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;47476.0;0.0;Year;N;N;NA;N;;BOSTON;SUFFOLK;MA;02114;
I-200-17073-392630;CERTIFIED;42808.0;42814.0;H-1B;42988.0;44083.0;FINANCIALOXYGEN, INC.;;4620 FORTRAN DR., SUITE# 101;SAN JOSE;CA;95134;UNITED STATES OF AMERICA;;9254651225;;Y;BROWN, STEVEN;HOUSTON;TX;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541990;1.0;1.0;0.0;0.0;0.0;0.0;0.0;Y;74443.0;Year;Level I;OES;2016;OFLC ONLINE DATA CENTER;75000.0;0.0;Year;N;N;NA;;;SAN JOSE;SANTA CLARA;CA;95134;
I-200-17142-304883;CERTIFIED;42877.0;42881.0;H-1B;42880.0;43976.0;ENLIGHTENED SOLUTIONS LLC;;1900 WEST PARK DRIVE;WESTBOROUGH;MA;01581;UNITED STATES OF AMERICA;;7813138082;;N;,;;;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Y;73486.0;Year;Level II;Other;2016;OFLC ONLINE DATA CENTER;74000.0;0.0;Year;Y;N;Y;Y;;ENGLEWOOD;ARAPAHOE;CO;80112;
